user, forward_engineering_percent, corrective_engineering_percent, reengineering_percent, uncategorized_percent, management_percent
BraveNewMath,0.0,1.0,0.0,0.0,0.0
everblut,0.0,0.0,0.0,0.0,1.0
RnbWd,0.14285714285714285,0.0,0.32142857142857145,0.5357142857142857,0.0
huangruichang,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
abdihaikal,1.0,0.0,0.0,0.0,0.0
lygstate,0.0,1.0,0.0,0.0,0.0
wilsonpage,1.0,0.0,0.0,0.0,0.0
darkdh,0.05555555555555555,0.3055555555555556,0.027777777777777776,0.6111111111111112,0.0
LShun,0.0,0.0,0.0,0.0,1.0
joshmarinacci,0.0,1.0,0.0,0.0,0.0
gzuidhof,0.0,1.0,0.0,0.0,0.0
wlbentley,0.0,0.0,0.0,1.0,0.0
sethlu,0.04983388704318937,0.12956810631229235,0.39867109634551495,0.37209302325581395,0.04983388704318937
astoilkov,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333
tomfloyer,0.0,1.0,0.0,0.0,0.0
stevekinney,0.12857142857142856,0.0,0.3047619047619048,0.2,0.36666666666666664
omo,1.0,0.0,0.0,0.0,0.0
ivmirx,0.2,0.0,0.13333333333333333,0.0,0.6666666666666666
ecmadao,0.0,0.0,1.0,0.0,0.0
yuya-oc,0.5454545454545454,0.12727272727272726,0.10909090909090909,0.21818181818181817,0.0
frankhale,0.13186813186813187,0.17582417582417584,0.0,0.25274725274725274,0.43956043956043955
liuderchi,0.0,0.0,0.0,1.0,0.0
ckerr,0.045335658238884045,0.09183376925312409,0.07986050566695728,0.204068584713746,0.5789014821272885
ylaassel,0.0,1.0,0.0,0.0,0.0
doraeric,1.0,0.0,0.0,0.0,0.0
suyash,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0
xaviergonz,0.2857142857142857,0.38095238095238093,0.09523809523809523,0.23809523809523808,0.0
mitchhentges,0.0,0.0,0.0,1.0,0.0
nekuz0r,1.0,0.0,0.0,0.0,0.0
diracdeltas,0.0,1.0,0.0,0.0,0.0
jnugh,0.0,0.6785714285714286,0.14285714285714285,0.17857142857142858,0.0
chris-ls,0.0,0.0,0.0,1.0,0.0
vijaypushkin,0.0,0.0,0.0,0.0,1.0
kokdemo,0.2857142857142857,0.09523809523809523,0.14285714285714285,0.23809523809523808,0.23809523809523808
princejwesley,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
niedzielski,0.0,0.0,1.0,0.0,0.0
Casimodo,1.0,0.0,0.0,0.0,0.0
learningjs,0.0,0.0,1.0,0.0,0.0
fdelayen,0.0,0.0,0.0,1.0,0.0
TJkrusinski,0.0,0.0,1.0,0.0,0.0
chetverikov,0.0,0.0,1.0,0.0,0.0
duncup,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0
andykog,1.0,0.0,0.0,0.0,0.0
vQuagliaro,0.0,0.0,0.0,1.0,0.0
Meyito,0.0,0.0,0.0,1.0,0.0
natebwangsut,0.6,0.044444444444444446,0.0,0.26666666666666666,0.08888888888888889
mramato,0.0,1.0,0.0,0.0,0.0
ungoldman,0.0,0.0,0.0,0.0,1.0
kostia,0.0,1.0,0.0,0.0,0.0
Geo1088,0.0,0.0,0.0,0.0,1.0
HanaeKae,0.0,0.0,0.0,1.0,0.0
gavignus,0.3142857142857143,0.44761904761904764,0.1523809523809524,0.08571428571428572,0.0
felixrieseberg,0.17628246965148153,0.1864965409215507,0.08703171909672366,0.4039616238089022,0.14622764652134188
Arcath,0.0,0.0,0.0,0.0,1.0
wgrafael,0.0,0.0,1.0,0.0,0.0
hemanth,0.0,0.0,0.0,1.0,0.0
colmugx,0.0,0.0,0.0,1.0,0.0
rhedshi,0.0,0.0,1.0,0.0,0.0
theojulienne,0.0,0.16666666666666666,0.0,0.8333333333333334,0.0
Golasowski,1.0,0.0,0.0,0.0,0.0
guillaumeguerin,0.0,0.0,0.0,0.0,1.0
ingorichter,0.0,0.0,1.0,0.0,0.0
rafaelstz,0.0,0.0,0.0,0.0,1.0
bsuh,0.0,0.0,1.0,0.0,0.0
Rokt33r,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333
KevinRamsunder,0.0,0.0,1.0,0.0,0.0
jasssonpet,0.0,0.0,0.0,0.0,1.0
craigshoemaker,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
hankbao,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0
tomashanacek,0.0,1.0,0.0,0.0,0.0
michaelzoidl,0.0,0.0,1.0,0.0,0.0
nornagon,0.0990990990990991,0.13213213213213212,0.19519519519519518,0.13663663663663664,0.4369369369369369
FranzDeCopenhague,0.0,1.0,0.0,0.0,0.0
enlight,0.0,325,0.5,0.0,175
sindresorhus,0.16666666666666666,0.0,0.8333333333333334,0.0,0.0
quicksnap,0.0,0.0,1.0,0.0,0.0
PierBover,0.16666666666666666,0.0,0.0,0.0,0.8333333333333334
Haacked,0.0,0.0,0.0,0.0,1.0
bendrucker,0.0,1.0,0.0,0.0,0.0
ajsb85,0.0,0.0,0.0,1.0,0.0
prankshaw,0.0,0.0,0.0,0.0,1.0
devjin0617,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0
brenca,0.10477253331582748,0.1909013326330992,0.2724348454014311,0.18683122168975252,0.24506006695988972
akameco,0.0,1.0,0.0,0.0,0.0
insideGen,0.0,0.0,1.0,0.0,0.0
shainnif,0.0,0.0,1.0,0.0,0.0
herrmannplatz,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
ide,0.0,0.0,1.0,0.0,0.0
deed02392,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
adamkidder,0.0,0.0,0.0,1.0,0.0
LartSimZ,1.0,0.0,0.0,0.0,0.0
mawie81,0.0,1.0,0.0,0.0,0.0
rodrigok,0.0,0.0,0.0,1.0,0.0
jdfwarrior,1.0,0.0,0.0,0.0,0.0
arifcakiroglu,0.26666666666666666,0.0,0.5333333333333333,0.0,0.2
guatedude2,0.0,0.0,1.0,0.0,0.0
jhen0409,0.030303030303030304,0.25757575757575757,0.5757575757575758,0.13636363636363635,0.0
mike-engel,0.0,0.0,0.0,0.0,1.0
dumconstantin,0.0,0.0,0.0,0.0,1.0
commadelimited,0.0,0.0,1.0,0.0,0.0
calmandniceperson,0.6,0.4,0.0,0.0,0.0
takashi,0.0,0.0,1.0,0.0,0.0
johangp,0.0,0.0,0.0,1.0,0.0
hdwong,0.0,1.0,0.0,0.0,0.0
mcizol,0.7333333333333333,0.17777777777777778,0.08888888888888889,0.0,0.0
50Wliu,0.0,0.2,0.13333333333333333,0.3333333333333333,0.3333333333333333
teran-mckinney,1.0,0.0,0.0,0.0,0.0
maxcnunes,0.0,0.0,1.0,0.0,0.0
clebeaupin,1.0,0.0,0.0,0.0,0.0
cornedor,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.0,0.0
mgarciaisaia,0.0,1.0,0.0,0.0,0.0
LuisHsu,0.0,0.5,0.0,0.3333333333333333,0.16666666666666666
dittos,0.4852941176470588,0.20588235294117646,0.14705882352941177,0.16176470588235295,0.0
kaylanm,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
fengmk2,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
nishanths,0.25833333333333336,0.008333333333333333,0.3416666666666667,0.21666666666666667,175
banyudu,0.0,1.0,0.0,0.0,0.0
lyallh,0.0,1.0,0.0,0.0,0.0
alopix,0.0,0.0,1.0,0.0,0.0
scycbx,0.0,0.0,0.0,0.0,1.0
Spacetech,0.5,0.2,0.0,0.3,0.0
kiavashps,0.0,1.0,0.0,0.0,0.0
Cfeusier,0.0,1.0,0.0,0.0,0.0
tinydew4,0.014482597523943003,0.10488203690726466,0.5484699836486802,0.25134314412520437,0.08082223779490773
Siilwyn,0.0,0.0,1.0,0.0,0.0
arturts,0.10256410256410256,0.21794871794871795,0.5,0.038461538461538464,0.14102564102564102
neutrous,0.0,0.0,1.0,0.0,0.0
Tribex,0.0,1.0,0.0,0.0,0.0
juanpaulo,0.0,0.0,1.0,0.0,0.0
torn4dom4n,0.0,0.0,1.0,0.0,0.0
paulinaika,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
robertlyall,0.0,1.0,0.0,0.0,0.0
omerfarukozdemir,0.0,0.0,1.0,0.0,0.0
ryanmolden,0.0,0.0,0.0,1.0,0.0
weakish,0.0,0.0,0.0,1.0,0.0
aaronang,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
mnquintana,0.24561403508771928,0.18128654970760233,0.05847953216374269,0.2982456140350877,0.21637426900584794
emmkimme,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
k0kubun,0.0,0.0,0.0,1.0,0.0
SudarAbisheck,0.0,0.0,1.0,0.0,0.0
Tyriar,0.0,0.0,0.0,0.0,1.0
sauber92,0.0,0.0,1.0,0.0,0.0
rhencke,0.0,1.0,0.0,0.0,0.0
roadev,0.0,0.0,0.0,0.0,1.0
evlogii,0.0,1.0,0.0,0.0,0.0
nicknish,0.0,1.0,0.0,0.0,0.0
htk3,0.0,1.0,0.0,0.0,0.0
apoco,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
tylergibson,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0
mmastrac,0.0,1.0,0.0,0.0,0.0
nekolab,0.0,0.16666666666666666,0.5,0.0,0.3333333333333333
christian-bromann,0.0,0.0,1.0,0.0,0.0
didrocks,0.0,0.16666666666666666,0.5,0.0,0.3333333333333333
ajmacd,0.17857142857142858,0.0,0.0,0.6785714285714286,0.14285714285714285
SeriousM,0.5333333333333333,0.0,0.13333333333333333,0.3333333333333333,0.0
Mr0grog,0.21212121212121213,0.5,0.030303030303030304,0.25757575757575757,0.0
lockys,0.0,0.0,0.0,1.0,0.0
jcanaway,0.0,0.0,1.0,0.0,0.0
odensc,0.0,0.0,1.0,0.0,0.0
GoooIce,0.2777777777777778,0.0,0.0,0.0,0.7222222222222222
hansenzhang,0.0,0.0,0.0,1.0,0.0
dpatou,0.0,0.0,0.0,1.0,0.0
LittleboyHarry,0.0,0.0,0.0,0.0,1.0
VarunAgw,0.0,1.0,0.0,0.0,0.0
nickytonline,0.0,0.0,0.0,0.0,1.0
mhkeller,0.0,1.0,0.0,0.0,0.0
stephanwlee,0.0,0.0,0.0,0.0,1.0
jaanus,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
haadcode,0.2,0.8,0.0,0.0,0.0
wayne-kim,0.0,0.0,1.0,0.0,0.0
Raul6469,0.16666666666666666,0.3333333333333333,0.0,0.0,0.5
omrilitov,0.4444444444444444,0.044444444444444446,0.26666666666666666,0.24444444444444444,0.0
mikeykhalil,0.09523809523809523,0.0,0.5714285714285714,0.0,0.3333333333333333
akost,0.0,1.0,0.0,0.0,0.0
ggamel,0.0,0.0,0.5,0.0,0.5
wujingke,0.0,0.0,0.0,0.0,1.0
adam-lynch,0.0,0.2,0.0,0.1,0.7
dakeshi,0.0,1.0,0.0,0.0,0.0
Dwaynekj,0.0,0.0,1.0,0.0,0.0
dashersw,0.0,0.0,1.0,0.0,0.0
alex-sherwin,0.0,1.0,0.0,0.0,0.0
loc,0.5,0.3333333333333333,0.16666666666666666,0.0,0.0
radarhere,0.0,1.0,0.0,0.0,0.0
saghul,0.0,0.0,1.0,0.0,0.0
xfq,0.0,0.0,1.0,0.0,0.0
jwheare,0.0,0.0,0.2,0.8,0.0
runinspring,0.6258890469416786,0.0,0.3741109530583215,0.0,0.0
lukeapage,0.0,0.6666666666666666,0.2222222222222222,0.08333333333333333,0.027777777777777776
kainjow,0.0,0.0,1.0,0.0,0.0
philfreo,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
MagiCarbon,0.0,1.0,0.0,0.0,0.0
natsuozawa,0.0,1.0,0.0,0.0,0.0
marksamman,0.0,0.0,0.0,1.0,0.0
ericbrumer,0.0,0.0,0.0,1.0,0.0
avdg,0.5,0.16666666666666666,0.0,0.0,0.3333333333333333
demopark,0.4090909090909091,0.0,0.3484848484848485,0.0,0.24242424242424243
malept,0.05128205128205128,0.0,0.11538461538461539,0.21794871794871795,0.6153846153846154
as-cii,0.0,0.0,1.0,0.0,0.0
DanTheMan827,0.0,1.0,0.0,0.0,0.0
Godoy,0.0,0.0,0.0,1.0,0.0
cesine,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666
timfish,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333
wit543,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
mrxf,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0
bowbowbow,0.0,0.0,0.0,0.0,1.0
philwyett-hemi,0.0,0.0,1.0,0.0,0.0
sitdh,0.0,0.0,1.0,0.0,0.0
Pym,0.0,0.0,1.0,0.0,0.0
yamatoya,0.7307692307692307,0.0,0.19230769230769232,0.0,0.07692307692307693
christoth,0.047619047619047616,0.0,0.5238095238095238,0.19047619047619047,0.23809523809523808
groundwater,0.1,0.05,425,425,0.0
zhao-lin-li,0.0,0.0,1.0,0.0,0.0
nicmitchell,0.0,0.0,0.0,0.0,1.0
tarruda,0.3432267884322679,0.11643835616438356,0.19444444444444445,0.22184170471841705,0.12404870624048706
oktapodia,0.4666666666666667,0.044444444444444446,0.15555555555555556,0.2,0.13333333333333333
leethomas,0.3349206349206349,0.22380952380952382,0.2492063492063492,0.1365079365079365,0.05555555555555555
pocorschi,0.0,1.0,0.0,0.0,0.0
vHanda,1.0,0.0,0.0,0.0,0.0
diegowifi,0.0,0.0,1.0,0.0,0.0
nuivall,0.0,0.0,0.0,1.0,0.0
WillEccles,0.0,1.0,0.0,0.0,0.0
yamgent,0.2564102564102564,0.358974358974359,0.3076923076923077,0.0641025641025641,0.01282051282051282
pra85,0.0,0.0,1.0,0.0,0.0
ArisLittle,0.0,0.0,1.0,0.0,0.0
serant,0.0,1.0,0.0,0.0,0.0
robbix1206,0.5,0.0,0.0,0.5,0.0
ibocon,0.0,0.0,0.0,1.0,0.0
khornberg,0.0,0.0,1.0,0.0,0.0
campersau,0.0,1.0,0.0,0.0,0.0
atdrago,1.0,0.0,0.0,0.0,0.0
amtj,0.25,0.0,0.0,0.21428571428571427,0.5357142857142857
codebytere,0.12337432397630697,0.10780968323461242,0.32882114344578933,0.14932075714653617,0.2906740921967551
wearhere,0.0,1.0,0.0,0.0,0.0
Starefossen,0.0,0.0,0.0,1.0,0.0
rynobax,0.0,0.0,0.0,0.0,1.0
zombieleet,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
bkeepers,1.0,0.0,0.0,0.0,0.0
seppestas,0.1,0.0,0.4,0.5,0.0
Nirmal4G,0.0,0.0,1.0,0.0,0.0
twolfson,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
carsonmcdonald,0.0,1.0,0.0,0.0,0.0
ialexryan,0.0,1.0,0.0,0.0,0.0
him2him2,0.0,0.0,0.13333333333333333,0.2,0.6666666666666666
EnterTheNameHere,0.0,0.0,1.0,0.0,0.0
Yarkhan,0.0,1.0,0.0,0.0,0.0
vaenow,0.0,0.0,1.0,0.0,0.0
feserafim,0.0,0.0,1.0,0.0,0.0
heyunjiang,0.6702898550724637,0.0,0.19927536231884058,0.13043478260869565,0.0
shubham2892,0.19607843137254902,0.23529411764705882,0.013071895424836602,0.05228758169934641,0.5032679738562091
patrickdet,0.37777777777777777,0.08888888888888889,0.35555555555555557,0.17777777777777778,0.0
arusakov,0.0,0.0,1.0,0.0,0.0
ttilley,0.0,1.0,0.0,0.0,0.0
alexandrubau,0.0,0.0,1.0,0.0,0.0
JamesKyburz,0.0,0.0,1.0,0.0,0.0
shokmaster,0.0,0.0,1.0,0.0,0.0
teleclimber,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
rmcdonald,0.0,0.0,1.0,0.0,0.0
timmyhadwen,0.0,1.0,0.0,0.0,0.0
thomasjfox1,0.0,0.0,1.0,0.0,0.0
nathansobo,0.0,1.0,0.0,0.0,0.0
ChangJoo-Park,0.0,1.0,0.0,0.0,0.0
SLiNv,0.0,0.0,0.0,0.0,1.0
rprichard,0.0,0.16666666666666666,0.0,0.8333333333333334,0.0
danielma,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
nuriu,0.0,0.0,1.0,0.0,0.0
greggman,0.0,0.0,0.0,1.0,0.0
chadluo,0.0,1.0,0.0,0.0,0.0
ramya-rao-a,0.21428571428571427,0.32142857142857145,0.03571428571428571,0.35714285714285715,0.07142857142857142
cifratila,0.21428571428571427,0.10714285714285714,0.4642857142857143,0.21428571428571427,0.0
joeydlee95,1.0,0.0,0.0,0.0,0.0
sonnyp,0.0,0.0,1.0,0.0,0.0
Gerhut,0.0,0.0,1.0,0.0,0.0
samueleaton,0.3,0.0,0.0,0.0,0.7
kirkouimet,0.0,0.1,0.2,0.7,0.0
bundyo,0.2857142857142857,0.0,0.5238095238095238,0.0,0.19047619047619047
mattslay,0.0,0.0,1.0,0.0,0.0
levrik,0.0,0.8,0.2,0.0,0.0
sdj01044,0.3333333333333333,0.5,0.16666666666666666,0.0,0.0
eddiezane,0.0,1.0,0.0,0.0,0.0
juturu,0.18051948051948052,0.30844155844155846,0.19805194805194806,0.2422077922077922,0.07077922077922078
jotafeldmann,0.0,0.0,1.0,0.0,0.0
tom-james-watson,0.0,0.0,0.0,1.0,0.0
kyokutyo,0.0,1.0,0.0,0.0,0.0
Navgeet,0.0,0.0,0.0,1.0,0.0
ArtskydJ,0.0,0.0,1.0,0.0,0.0
kstar0714,0.0,0.7333333333333333,0.2,0.0,0.06666666666666667
batjko,0.0,0.5,0.3333333333333333,0.16666666666666666,0.0
scotttrinh,0.0,0.0,0.0,0.0,1.0
mikoto2000,0.0,1.0,0.0,0.0,0.0
kaylieEB,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
kylecorry31,0.0,0.0,1.0,0.0,0.0
lazaruslarue,0.0,1.0,0.0,0.0,0.0
ankitaggarwal011,0.0,1.0,0.0,0.0,0.0
mst128256,0.35714285714285715,0.2857142857142857,0.03571428571428571,0.17857142857142858,0.14285714285714285
petrfelzmann,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666
toonborgers,0.5714285714285714,0.23809523809523808,0.0,0.19047619047619047,0.0
chawei,0.0,1.0,0.0,0.0,0.0
nabeelomer,0.0,0.0,1.0,0.0,0.0
nikarc,0.0,0.0,1.0,0.0,0.0
iolsen,0.0,1.0,0.0,0.0,0.0
ivoputzer,0.0,1.0,0.0,0.0,0.0
sunaiwen,0.0,0.0,1.0,0.0,0.0
r0fls,0.0,1.0,0.0,0.0,0.0
CGamesPlay,0.0,0.0,0.0,1.0,0.0
neilstuartcraig,0.0,0.0,1.0,0.0,0.0
p-jackson,0.0,0.0,0.0,1.0,0.0
dalabarge,0.0,1.0,0.0,0.0,0.0
magicae,0.2545454545454545,0.4727272727272727,0.10909090909090909,0.16363636363636364,0.0
MaxGraey,0.0,0.4,0.3,0.0,0.3
